Category,Website,Product,Date,Title,review
Shampoo,amazon.com,Dove Shampoo,2015-11-06 00:00:00,Gives great volume and lift,Gives great volume and lift. Also gives my hair enough texture to hold a curl. Nothing has ever helped my hair hold a curl like this has.
Shampoo,amazon.com,Dove Shampoo,22-05-15 0:00,Five Stars,Excellent
Shampoo,amazon.com,Dove Shampoo,2015-08-05 00:00:00,Five Stars,This really does the job and is easy to use.
Shampoo,amazon.com,Dove Shampoo,21-04-15 0:00,very pleased. After losing all my hair to chemo,"very pleased. After losing all my hair to chemo, what came back was limp and impossible. This product actually added body and lift to the hair and I was surprised. So many of these claims are just that nothing but claims...but for me it worked and I am very happy with it."
Shampoo,amazon.com,Dove Shampoo,14-04-15 0:00,Great pre-styling treatment,"Love this product! I have fine hair, and it does a great job of gently moisturizing my hair before I blow dry. It also does not weigh it down. The lift is subtle (not crazy volume). Also does not leave hair sticky, greasy, or crunchy. I'm on my 2nd bottle."
Shampoo,amazon.com,Dove Shampoo,16-02-15 0:00,Five Stars,Don't leave hair sticky
Shampoo,amazon.com,Dove Shampoo,2015-03-01 00:00:00,great product. Does not weigh your hair,great product. Does not weigh your hair down
Shampoo,amazon.com,Dove Shampoo,2014-09-12 00:00:00,I really love this root lifter,I really love this root lifter. It smells really good and it's so light-weight. I have that amazing airy feeling at my roots that is indicative of volume for me. I just wish more stores sold it -- like Target! I'm going to check at Walgreens this week since I'm all but out.
Shampoo,amazon.com,Dove Shampoo,2014-06-12 00:00:00,hair,I love the look of my hair after using this .my hair feels great.
Shampoo,amazon.com,Dove Shampoo,29-05-14 0:00,Fine curly hair volumizer,"This is a nice inexpensive volumizer for fine curly hair. Works best with blow-drying, but even plumps up air-dried curls! Cheap enough to try or replace your high-end product!"
Shampoo,amazon.com,Loreal Shampoo,26-03-18 0:00,One Star,This the worse smelling L 'Oreal Paris Shampoo and Conditioner Set. I can't stand the smell.
Shampoo,amazon.com,Loreal Shampoo,2018-04-03 00:00:00,Five Stars,Good
Shampoo,amazon.com,Loreal Shampoo,28-12-17 0:00,Don't care for the scent,"It's okay, but I still like Pantene conditioner better."
Shampoo,amazon.com,Loreal Shampoo,2017-12-11 00:00:00,Three Stars,Makes my hair a bit greasy
Shampoo,amazon.com,Loreal Shampoo,17-10-17 0:00,Five Stars,excellent
Shampoo,amazon.com,Loreal Shampoo,2017-09-10 00:00:00,Love Loreal,This shampoo and conditioner is every bit as good as any salon products. IÃ¢â‚¬â„¢ve surprised myself because i am usually very particular with hair care products. I am using Loreal hairspray too and I love it!
Shampoo,amazon.com,Loreal Shampoo,27-08-17 0:00,Awful,The shampoo doesn't actually clean your hair. The conditioner doesn't really moisturize well either. I had to take another shower to wash my hair again after using this crap. In the trash it goes...
Shampoo,amazon.com,Loreal Shampoo,2017-11-08 00:00:00,Five Stars,Great product.
Shampoo,amazon.com,Loreal Shampoo,23-07-17 0:00,Causes damage and hair loss,This shampoo and conditioner are horrible. I don't know how but it made my hair even drier and more damaged. My split ends doubled and my fly aways were a lot more noticeable. I kept giving it a try thinking the next time might be better but my last straw was when it made my hair fall out in a spot on my head. I am incredibly disappointed.
Shampoo,amazon.com,Loreal Shampoo,2017-03-07 00:00:00,Smells great. Unfortunately can leave hair a bit too greasy ...,Makes hair feel fresh and soft. Smells great. Unfortunately can leave hair a bit too greasy at times.
Shampoo,amazon.com,Loreal Shampoo,26-03-18 0:00,One Star,This the worse smelling L 'Oreal Paris Shampoo and Conditioner Set. I can't stand the smell.
Shampoo,amazon.com,Loreal Shampoo,2018-04-03 00:00:00,Five Stars,Good
Shampoo,amazon.com,Loreal Shampoo,28-12-17 0:00,Don't care for the scent,"It's okay, but I still like Pantene conditioner better."
Shampoo,amazon.com,Loreal Shampoo,2017-12-11 00:00:00,Three Stars,Makes my hair a bit greasy
Shampoo,amazon.com,Loreal Shampoo,17-10-17 0:00,Five Stars,excellent
Shampoo,amazon.com,Loreal Shampoo,2017-09-10 00:00:00,Love Loreal,This shampoo and conditioner is every bit as good as any salon products. IÃ¢â‚¬â„¢ve surprised myself because i am usually very particular with hair care products. I am using Loreal hairspray too and I love it!
Shampoo,amazon.com,Loreal Shampoo,27-08-17 0:00,Awful,The shampoo doesn't actually clean your hair. The conditioner doesn't really moisturize well either. I had to take another shower to wash my hair again after using this crap. In the trash it goes...
Shampoo,amazon.com,Loreal Shampoo,2017-11-08 00:00:00,Five Stars,Great product.
Shampoo,amazon.com,Loreal Shampoo,23-07-17 0:00,Causes damage and hair loss,This shampoo and conditioner are horrible. I don't know how but it made my hair even drier and more damaged. My split ends doubled and my fly aways were a lot more noticeable. I kept giving it a try thinking the next time might be better but my last straw was when it made my hair fall out in a spot on my head. I am incredibly disappointed.
Shampoo,amazon.com,Loreal Shampoo,2017-03-07 00:00:00,Smells great. Unfortunately can leave hair a bit too greasy ...,Makes hair feel fresh and soft. Smells great. Unfortunately can leave hair a bit too greasy at times.
Shampoo,amazon.com,Loreal Shampoo,2017-11-03 00:00:00,Five Stars,I LOVE this shampoo. My hair is so soft!!!
Shampoo,amazon.com,Loreal Shampoo,2017-04-03 00:00:00,Not for me,I've been using this set for about a month. The shine in my blonde hair is gone as a result.
Shampoo,amazon.com,Loreal Shampoo,16-02-17 0:00,Five Stars,Works great on my aging hair.
Shampoo,amazon.com,Loreal Shampoo,20-12-16 0:00,Two Stars,Seemed like they were refilled bottles. Shady.
Shampoo,amazon.com,Loreal Shampoo,18-12-16 0:00,"Shampoo not so good, conditioner is good.","The shampoo is a bit harsh on my hair. I have thick, black, dry hair, so I figured an oil infused shampoo will provide it with moisture, but it makes my hair dry regardless. The conditioner is thick and adds a lot of moisture back to my hair and makes it soft. I like the scent of the shampoo and conditioner. Would definitely buy the conditioner again."
Shampoo,amazon.com,Loreal Shampoo,18-12-16 0:00,Smells great :),"It exaxtly what I hoped it would be. I struggle with overly dry hair that quickly turns to overly oily roots in just one day, so finding any product that can fit that bill perfectly for me is quite hard. This smells very nice and I'm sure it works for others much better! I'll just have to stick with my L'OrÃƒÂ©al sulfate and phosphate free shampoo and conditioners."
Shampoo,amazon.com,Loreal Shampoo,15-12-16 0:00,Five Stars,amazing hair. love this product
Shampoo,amazon.com,Loreal Shampoo,14-11-16 0:00,Four Stars,Good .. thanks
Shampoo,amazon.com,Loreal Shampoo,2016-09-11 00:00:00,It was only a mattr of time before somebody figured this out. What a revelation!,"Extraordinary oil, indeed! My hair was pin-straight, long and silky most of my life, but since I have gotten older, and regularly dye it, the strands have become a little more wiry, dry, stubborn and flyaway.more prone to just stick out, or stick together. So I tried leaving conditioner on forever, then adding a few drops of coconut oil or almond oil, and combing it through, but both of those oils were sticky. Then I triad argan oil, and finally tamed the wayward strands. What a revelation! I guess it was only a matter of time before somebody smart added oils to the shampoo and conditioner. I love this stuff! The shampoo foams up well, and rinses out well. The conditioner is luxurious; your hair untangles immediately and feels slippery. It feels like it takes a little extra time to fully rinse and dry your hair, but it is so well-behaved when you're done! I actually tried adding three drops of argan oil afterwards, but that was overkill. In fact, I discovered that my hair behaves even better on the second day, and maybe the third day, so now I wash it every other day."
Shampoo,amazon.com,Loreal Shampoo,2016-08-11 00:00:00,good,good [...]
Shampoo,amazon.com,Loreal Shampoo,23-10-16 0:00,The best OTC product for dry or tangles,Both are great
Shampoo,amazon.com,Loreal Shampoo,16-10-16 0:00,Best one! Love how my hair feels!,"I've tried so many different hair products and they all failed. For me, I was looking for shampoo+ conditioner that would leave and feel my hair moisturized and have frizz control. I was never satisfied with any one of them, and I must have tried about 10 different products. Before trying L'OrÃƒÂ©al, Suave's Almond and Shea Butter was product I was pretty happy with, but L'OrÃƒÂ©al was far better. Conditioner is really thick compared to other regular conditioners, and the moment you put it on your hair, you could already feel the softness. Normally, my hair gets pretty frizzy if I let air dry (I'm in L.A. where there's minimal humidity), but other than my natural curls, frizz control was the best. Moreover, my hair feels so much softer and moisturized. Because of my frizzy hair, I would always use straighten iron to straighten my hair, and my hair would feel all dried afterward. However, L'OrÃƒÂ©al didn't leave my feeling dry. Even after using straighten iron, it still felt soft and moisturized, and I didn't even use any ""after"" leave in products. I think this L'OrÃƒÂ©al can beat most of hair products in ""frizz control"" and ""silky hair"" categories. I've finally found a product and I'm happy that it's not one of those professional products that cost $$$. Hope it works the same for others who have been searching for frizz control, feeling silky and moisturized hair."
Shampoo,amazon.com,Loreal Shampoo,2016-11-10 00:00:00,satisfied customer,works great i am very satisfied.
Shampoo,amazon.com,Loreal Shampoo,28-09-16 0:00,Game changer!,"This stuff is a game changer when it comes to my wavy hair which is full of split ends. Made my hair more smooth, soft and frizz free. I'm totally buying this product again."
Shampoo,amazon.com,Loreal Shampoo,26-09-16 0:00,... getting dry so I tried this product and really love it. My hair is now soft,MY hair was getting dry so I tried this product and really love it. My hair is now soft.
Shampoo,amazon.com,Loreal Shampoo,2016-07-09 00:00:00,Five Stars,I like it because it really nurtured my hair!!!
Shampoo,amazon.com,Loreal Shampoo,25-08-16 0:00,Five Stars,"If you have fine hair, but a lot of it, this works wonderfully to minimize tangles."
Shampoo,amazon.com,Loreal Shampoo,2016-07-07 00:00:00,Luxury at the drugstore!,"For a drugstore price point you cannot best this line! I love the scent that reminds me of a Bath and Body Works scent I used to use a lot! The shampoo has just the right amount of lather, and you can feel your hair soften instantly ! It rinses out totally clean! To be honest I really don't feel that the conditioner is necessary, but provides extra sleekness! I also really enjoyed the light weight serum! I would recommend this over any other option within this price range! I received this line to test for free on Influenster.com. These are my honest opinions. I did a full review on YouTube, you can check it out by visiting the link in my first comment!"
Shampoo,amazon.com,Loreal Shampoo,26-06-16 0:00,Three Stars,It smells very nice but I prefer other products of loreal.
Shampoo,amazon.com,Loreal Shampoo,2016-12-06 00:00:00,Five Stars,Excellent I loved
Shampoo,amazon.com,Loreal Shampoo,21-05-16 0:00,LOVE!!!,"I love how soft and silky my hair feels after using this shampoo and conditioner. It only takes a small amount of product to work through your hair, and I have long hair. I always let both of the shampoo and the conditioner sit in my hair for a few minutes before rinsing them. I have only used this product for a couple of weeks but have felt a hugh difference. I can style my hair much easier, but my hair feels so light, I just prefer to leave it down. This is an excellent product and I intend to use it for a very long time!"
Shampoo,amazon.com,Loreal Shampoo,2016-08-05 00:00:00,Great product!,Love Loreal products!
Shampoo,amazon.com,Loreal Shampoo,2016-05-05 00:00:00,Love this shampoo,Love this shampoo
Shampoo,amazon.com,Loreal Shampoo,30-04-16 0:00,Three Stars,It just wasn't for me
Shampoo,amazon.com,Loreal Shampoo,2016-07-03 00:00:00,Angelica,I got this in my influenster box for free! But in my honest opinion i must say i really truly love this!! My hair feels so dry and bittle normally and right now out of the shower it feels amazing!!!
Shampoo,amazon.com,Loreal Shampoo,2016-05-03 00:00:00,Over all it is great!,1st I want to say the shampoo AND conditioner made my hair (and my skin especially my hands) feel AMAZING! The conditioner is wonderful! My hair felt great! I was worried it was gonna make my look greasy but it didn't. It even left my skin feel so soft and smooth! However the shampoo seems very runny/watering and I had to wash with it 3 times before my hair felt clean and I had to use more than I normally would. For that reason Im not sure if I would buy it because with the amount I had to use the bottle would go very quickly. But I will say this is the 1st and ONLY shampoo I have ever used that after washing my hair (before conditioning) that my hair felt soft and somewhat manageable. Generally after shampoo my hair feels very dry and is a tangled mess so that is really impressive! My girlfriend also tried it and she did NOT have that issue so I guess it depends on your hair. Another thing the smell isn't the greatest... it doesn't smell bad but it also doesn't smell good. But the softness it gave my hair is worth the trade off there. *L'Oreal provided a product sample for review purposes*
Shampoo,amazon.com,Loreal Shampoo,2016-03-03 00:00:00,Clarifies and Gives Lfe,"For someone who washes their hair once a week, I want something to clarify and give life to my hair. This duo does that for me, cleans and keeps volume. I was able to test this product for free, it's been awesome!"
Shampoo,amazon.com,Loreal Shampoo,2016-03-03 00:00:00,NEED TO TRY THIS OUT!! WONT BE DISAPPOINTED!,"The whole outlook of the bottles and appeal to buy them is great. The design of the bottles is not only easy on the eyes, but they are very convenient with the wide stand bottoms that allow the sitting of ease. The bottle is universal in this also as it can be turned upside down and used either way for storage. Starting with Shampoo, the color of the shampoo matches the bottle color and has a very pleasant, inviting and long lasting. The lather and feel of the shampoo is very good, rinsing is easy. The way your hair feels after your wash only is still pretty dry ( especially if you have dry, curly damaged hair). The conditioner does not have a gritty or super slick feel. It is very quick working and absolutely works wonders on your dry, curly, damaged hair. I would highly recommend these products and the hair treatment serum to EVERYONE and ANYONE. Even if you don't have curly hair. This Product definitely deserves its five star plus an extra one for the sleek designs! The only thing i would say to question is the ""after just one wash"". Yes I will completely honestly 100% admit it is much better after one wash, but continued use still shows the best results. I received these products from a Vox Box From L'Oreal Paris and Influenster to try out for FREE!!! Thank You all for Listening and A BIG THANK YOU TO L'Oreal Paris and Influenster for making this all possible!!!!"
Shampoo,amazon.com,Loreal Shampoo,2016-02-03 00:00:00,Extraordinary oil curls and dry hair loreal,"I received this complimentary of influenster. I have naturally curly hair and had it straightened over the summer and colored it throughout the years . As of late it's felt more dry. And I just received my voxbox from loreal. Sooooooo yay and I decided to try this. ( I have tried MANY products and have tried many products to not only tame but help with the structure of my curls, and non curls) I have shoulder length, I don't use any heat or other damaging items on my hair (other than the dying it. My first impression of this I like the color. It smells nice. While washing my hair I could feel the oil (if you've ever used coconut oil treatment on your hair, you know what I'm talking about) in the shampoo, and it lathered very nicely. After rinsing, I could definitely still feel that slick feeling in hair. I went on to the conditioner. The conditioner (equally as fragrant as the shampoo) recommends to leave it in your hair between 1-3 minutes, so while I finished my shower, I let the conditioner do it's thing. It rinsed out pretty well, again leaving that slickness. And than I used the mask cause my hair had been dried, I left that on for about 10ish minutes and washed out. After my shower, I draped a towel over my hair and I allowed my hair to air dry, my usual routine, then I brushed it out well. I really like the end result. My hair is shiny again :-)"
Shampoo,amazon.com,Loreal Shampoo,2016-02-03 00:00:00,Love it!,"I got this for free from influenster to try and I have to say I really like it. For reference my hair is naturally curly, dry, damaged, and colored. I found that this smells amazing and does a great job of making my hair feel nice and soft, however, as far as looks go I don't see much of any of a change (my hair just needs a good trim and I've also only been using it for about a week) but that's not to say it doesn't work. I think the shampoo does a nice job of cleansing and the conditioner does a nice job of locking in moisture. I also got the oil with it and I find that makes my hair feel good too. I think you might 'see' more of a difference with your hair if you also use the cream that goes along with it -- I don't have that so I can't say but I would assume so. All and all I'm really enjoying this line and once I go thru some more shampoos and conditioners I have I will definitely be buying it."
Shampoo,amazon.com,Loreal Shampoo,23-02-16 0:00,#L'Oreal #VoxBox #Influenster the best line of hair care products i have ever tryed,i got my shampoo conditoner and treatment oil free from #Influesnter and #L'Oreal and i used it today and it is awesome. my hair feels nicer looks nicer and smells nicer. i have never used #L'Oreal hair care products because they are out of my price range but i absolutely loved getting this #VoxBox and what #L'Oreal did for my hair. thank you and i highly recomend this line of products to any one.
Shampoo,amazon.com,Tresemme Shampoo,25-03-18 0:00,Smoothing.,Makes my daughter's curly hair nice and smooth!
Shampoo,amazon.com,Tresemme Shampoo,17-03-18 0:00,Five Stars,Good product
Shampoo,amazon.com,Tresemme Shampoo,16-03-18 0:00,Five Stars,I always liked this for my hair and the price was great!
Shampoo,amazon.com,Tresemme Shampoo,16-03-18 0:00,Four Stars,Good shampoo.
Shampoo,amazon.com,Tresemme Shampoo,15-03-18 0:00,Five Stars,GREAT
Shampoo,amazon.com,Tresemme Shampoo,15-03-18 0:00,Wonderful for my newly platinum and dry hair!,This product really helped my dried out hair after I went platinum and could not ge I rehydrated. I now use this product one to two times per week as I already have pretty dry hair. I love thi!!
Shampoo,amazon.com,Tresemme Shampoo,2018-09-03 00:00:00,Nice price,Enjoy the shampoo
Shampoo,amazon.com,Tresemme Shampoo,2018-08-03 00:00:00,Smells divine!,"This shampoo smells so good and works at keeping my hair clean and soft. I really like that it comes in such a big bottle. It should last me awhile. I would definitely buy again, along with the conditioner."
Shampoo,amazon.com,Tresemme Shampoo,2018-02-03 00:00:00,Just ok purchase,Nothing special the smell is not great nor the feel of your hair after using it! So just ok
Shampoo,amazon.com,Tresemme Shampoo,2018-01-03 00:00:00,Four Stars,Love this for my dry wavy hair. It smells good and makes it's quite soft.
Shampoo,amazon.com,Tresemme Shampoo,25-03-18 0:00,Smoothing.,Makes my daughter's curly hair nice and smooth!
Shampoo,amazon.com,Tresemme Shampoo,17-03-18 0:00,Five Stars,Good product
Shampoo,amazon.com,Tresemme Shampoo,16-03-18 0:00,Five Stars,I always liked this for my hair and the price was great!
Shampoo,amazon.com,Tresemme Shampoo,16-03-18 0:00,Four Stars,Good shampoo.
Shampoo,amazon.com,Tresemme Shampoo,15-03-18 0:00,Five Stars,GREAT
Shampoo,amazon.com,Tresemme Shampoo,15-03-18 0:00,Wonderful for my newly platinum and dry hair!,This product really helped my dried out hair after I went platinum and could not ge I rehydrated. I now use this product one to two times per week as I already have pretty dry hair. I love thi!!
Shampoo,amazon.com,Tresemme Shampoo,2018-09-03 00:00:00,Nice price,Enjoy the shampoo
Shampoo,amazon.com,Tresemme Shampoo,2018-08-03 00:00:00,Smells divine!,"This shampoo smells so good and works at keeping my hair clean and soft. I really like that it comes in such a big bottle. It should last me awhile. I would definitely buy again, along with the conditioner."
Shampoo,amazon.com,Tresemme Shampoo,2018-02-03 00:00:00,Just ok purchase,Nothing special the smell is not great nor the feel of your hair after using it! So just ok
Shampoo,amazon.com,Tresemme Shampoo,2018-01-03 00:00:00,Four Stars,Love this for my dry wavy hair. It smells good and makes it's quite soft.
Shampoo,amazon.com,Tresemme Shampoo,26-02-18 0:00,Five Stars,Love it. Great price
Shampoo,amazon.com,Tresemme Shampoo,24-02-18 0:00,Five Stars,very good product
Shampoo,amazon.com,Tresemme Shampoo,19-02-18 0:00,Good stuff!,"When I received the hydrating mask it wasn't sealed and the jar didn't look full. At the time it was a special and only $2.50. I almost returned it but then figured for only $2.50, I'll just keep it. It looked 3/4 full. So I tried it. I washed my hair then rubbed the hydrating mask through it. I bundled up my hair and let it sit all morning before I rinsed it out. Kinda like a spa day a home! After I rinsed it out, my hair was super soft and silky. I will buy this again for sure. I don't know what it would be like it you only leave it in for a few minutes, but every Saturday now I leave it in for a few hours."
Shampoo,amazon.com,Tresemme Shampoo,19-02-18 0:00,"Smells nice, cleans well","I tried this shampoo on a whim as the kind I've been using for years was not available. I was a bit unsure of how it'd be, but I have no complaints with it. It leaves your hair smelling nice and fresh, but isn't an overpowering smell. It lathers and cleans nicely, and rinses well - doesn't leave your hair feeling heavy/weighed down or residue-y like some shampoos tend to do. My hair is left feeling clean and lightweight with volume and softness. I also have not had any issues with it affecting my hair color. I have natural blonde hair but I lighten it a bit, and so far it has not affected my hair color in any way. However, I am not sure how or even if it would affect hair color at all if you dye your hair a darker or different shade than your natural color, versus lightening it."
Shampoo,amazon.com,Tresemme Shampoo,16-02-18 0:00,Love this stuff,Love this stuff. Smells great and leaves my thinning hair with good body. Not oily.
Shampoo,amazon.com,Tresemme Shampoo,2018-10-02 00:00:00,Soft hair and smells great,It leaves my hair very soft and isnÃ¢â‚¬â„¢t heavy. The smell is great too. This product is a great addition to your hair routine. And you really canÃ¢â‚¬â„¢t beat the price.
Shampoo,amazon.com,Tresemme Shampoo,2018-08-02 00:00:00,I love this product,I love this product. So glad i can get it online. Target used to have it but now they don't. It's really good for dry hair :).
Shampoo,amazon.com,Tresemme Shampoo,2018-03-02 00:00:00,Five Stars,Awesome product!!!
Shampoo,amazon.com,Tresemme Shampoo,14-01-18 0:00,Very happy I stumbled upon this. Love it.,Smells very nice. A little goes a long way. Makes my hair feel very soft and silky.
Shampoo,amazon.com,Tresemme Shampoo,2018-12-01 00:00:00,Four Stars,Smells good and made my hair smoother.
Shampoo,amazon.com,Tresemme Shampoo,2018-10-01 00:00:00,like the smell,"ok, like the smell, good value."
Shampoo,amazon.com,Tresemme Shampoo,2018-07-01 00:00:00,"GREAT VALUE, LEFT MY HAIR SMELLING GREAT AND FEELING SOFT","I love this stuff! I take supplements for my hair and use this in conjunction, it leaves a very pleasant smell and it's an AMAZING value!!"
Shampoo,amazon.com,Tresemme Shampoo,2018-05-01 00:00:00,Five Stars,smells great and does the job
Shampoo,amazon.com,Tresemme Shampoo,2018-03-01 00:00:00,Five Stars,I like this shampoo. Smells wonderful!
Shampoo,amazon.com,Tresemme Shampoo,2018-02-01 00:00:00,Five Stars,Wonderful conditioner.
Shampoo,amazon.com,Tresemme Shampoo,17-12-17 0:00,Smells great and heaven for my curls,This is probably one of the best conditioners I've ever used. My hair is thick and curly... and this is curly girl friendly for a reason! Smells great and gives my hair much needed moisture. Great price for what you get! Highly recommend!
Shampoo,amazon.com,Tresemme Shampoo,16-12-17 0:00,Five Stars,Smells awesome.
Shampoo,amazon.com,Tresemme Shampoo,2017-08-12 00:00:00,No-go,This did nothing to help my hair and almost feels as if it dried the ends out.
Shampoo,amazon.com,Tresemme Shampoo,2017-03-12 00:00:00,Love the smell,On my third bottle. Love the smell. Always receive compliments and my hair looks so shiny. Will continue buying !!
Shampoo,amazon.com,Tresemme Shampoo,2017-02-12 00:00:00,Five Stars,"It's shampoo, it works"
Shampoo,amazon.com,Tresemme Shampoo,28-11-17 0:00,Really love the smell of this shampoo,Really love the smell of this shampoo. Also love how my hair feels silky smooth after I use it.
Shampoo,amazon.com,Tresemme Shampoo,28-11-17 0:00,MAHALO SO MUCH!,"I love finding shampoo deals on here. No problems with this purchase, thank you!"
Shampoo,amazon.com,Tresemme Shampoo,23-11-17 0:00,You can Try,Good
Shampoo,amazon.com,Tresemme Shampoo,19-11-17 0:00,Two Stars,makes your hair too greasy because of the free parabens.
Shampoo,amazon.com,Tresemme Shampoo,16-11-17 0:00,Smells great. Lathers a bit weaker than other Tresemme formulas ...,Smells great. Lathers a bit weaker than other Tresemme formulas but this one has my hair looking shiny and healthy so no complaints.
Shampoo,amazon.com,Tresemme Shampoo,31-10-17 0:00,Five Stars,"Love this product, highly recommend!"
Shampoo,amazon.com,Tresemme Shampoo,27-10-17 0:00,Yesssss...,"I really love this conditioner. The ingredients are simple enough and it really leaves my thick, curly and often dry hair feeling soft and my curls have life and bounce. It's very hydrating. The smell is terrific! And at this price point it is one of the better treatments you will get. I will buy again."
Shampoo,amazon.com,Tresemme Shampoo,27-10-17 0:00,Very good shampoo,Very good shampoo with great scent.
Shampoo,amazon.com,Tresemme Shampoo,24-10-17 0:00,Busted on arrival,Product is great but one of the bottles came busted
Shampoo,amazon.com,Tresemme Shampoo,18-10-17 0:00,Five Stars,"Favorite conditioner, works well and smells delicious"
Shampoo,amazon.com,Tresemme Shampoo,14-10-17 0:00,Five Stars,This shampoo smells amazing. It works well for my hair too. I love this brand.
Shampoo,amazon.com,Tresemme Shampoo,2017-12-10 00:00:00,One Star,Bottles arrived with shampoo all over them. Box soaked. IÃ¢â‚¬â„¢m not impressed.
Shampoo,amazon.com,Tresemme Shampoo,2017-11-10 00:00:00,Really good,I love the smell it wakes me up! Makes my hair feel awesome.
Shampoo,amazon.com,Tresemme Shampoo,2017-03-10 00:00:00,A Nice Surprise,Tresseme Expert Selection Tea Tree was better than I expected it to be. I didn't think it would actually have as much Tea Tree oil as advertised. I was pleasantly surprised. The product leaves your hair really clean with a nice tingle at the end.
Shampoo,amazon.com,Tresemme Shampoo,2017-03-10 00:00:00,Botanique Damage Recovery Shampoo in the large green bottle,"I love it, because it is paraban free, I have FMS and IÃ¢â‚¬â„¢m sensitive to certain chemicals. I try to stay away from any and all chemicals. IÃ¢â‚¬â„¢ve use some stuff that claims to be natural and within 24 hours after use IÃ¢â‚¬â„¢m in pain in my joints and my muscles feel like I have the flu. I cannot get out of bed sometimes. So far my body is tolerating this product, but everyone should stay away from parabans because they disrupt the bodyÃ¢â‚¬â„¢s hormones and I read that perhaps even may even cause cancer."
Shampoo,amazon.com,Tresemme Shampoo,28-09-17 0:00,Love this stuff!,Detangles my hair and leaves it super silky smooth. Longer you leave in the better the results.
Shampoo,amazon.com,Tresemme Shampoo,27-09-17 0:00,Awful!,"Awful! Buyer beware, this is not the real tresemme shampoo. Leave in for a bit while i rinxe the rest of my body and still my hair comes out like i did nothing but rinse it with water. Very gross!"
Shampoo,amazon.com,Tresemme Shampoo,26-09-17 0:00,Meh,"A little goes a long way. Too much lather for my liking (very long, average thickness, curly hair). It gets it squeaky clean which could be good for some people, just not me."
Shampoo,amazon.com,Tresemme Shampoo,25-09-17 0:00,I love the smell of it and unfortunately in Europe it ...,I love the smell of it and unfortunately in Europe it is not sold. I am really satisfied with this seller and the product.
Shampoo,amazon.com,Tresemme Shampoo,20-09-17 0:00,One Star,Made my scalp itchy
Shampoo,amazon.com,Tresemme Shampoo,13-09-17 0:00,Five Stars,This smells really well and gets the job done.
Shampoo,amazon.com,Tresemme Shampoo,2017-07-09 00:00:00,Great Shampoo,Love this brand. Gets hair clean without all the chemicals.
Shampoo,amazon.com,Tresemme Shampoo,13-08-17 0:00,Five Stars,This is a great shampoo it leaves your hair soft
Shampoo,amazon.com,Tresemme Shampoo,2017-08-08 00:00:00,Five Stars,Love this scent and way that it makes my hair feel
Shampoo,amazon.com,Tresemme Shampoo,24-07-17 0:00,Works wonders for fried and damaged hair,"I have very damaged and over processed hair due to years of color and heat exposure. I've tried every shampoo/conditioner under the sun that claims to help with repair and moisture but I still always needed a conditioning spray after words just to get a brush through it...with this shampoo/conditioner combo my hair is soft and silky, with no need to use a leave in conditioner spray...this is the first hair care product that I am head over heels for and it smells wonderful!!!"
Shampoo,amazon.com,Tresemme Shampoo,20-07-17 0:00,Five Stars,Great scent
Shampoo,amazon.com,Tresemme Shampoo,18-07-17 0:00,Five Stars,NICE
Shampoo,amazon.com,Tresemme Shampoo,16-07-17 0:00,Great product,"Wow, I have found a new shampoo. I used to buy the really cheap stuff and my hair always felt dirty after a coup of days. But this shampoo is wonderful and smells so good."
Shampoo,amazon.com,Tresemme Shampoo,15-07-17 0:00,LOVE!!!,"I can't pinpoint why, but this is the best smelling shampoo I've ever used. I generally choose shampoo for it's smell, since I really don't see a difference between the hundreds of varieties. I decided to try this one, and wow. Not only does it smell AMAZING, but perhaps I have been wrong all this time about shampoos all being the same, because my hair has never been this soft. My whole family is using it now and I don't think we'll ever go back!"
Shampoo,amazon.com,Tresemme Shampoo,2017-03-07 00:00:00,great scent,"Very light on my hair does not weigh it down, great scent"
Shampoo,amazon.com,Tresemme Shampoo,29-06-17 0:00,Five Stars,Excellent
Shampoo,amazon.com,Tresemme Shampoo,28-06-17 0:00,Five Stars,"Leaves my hair super smooth, and it smells awesome"
Shampoo,amazon.com,Tresemme Shampoo,21-06-17 0:00,I wanted to like this product but I hate it,"I wanted to like this product but I hate it. This leave-in conditioner spray made my hair drier, more frizzy, hard to comb, bulky and knotty. Didn't think that was even possible. I like TreSemme products overall, but this experience was terrible and I cannot recommend this product. Hope others have a better experience."
Shampoo,amazon.com,Tresemme Shampoo,14-06-17 0:00,My hair is softer,It makes my hair very soft but also dry or I would have given a higher rating. I thick curly hair. I will keep buying this product.
Shampoo,amazon.com,Tresemme Shampoo,2017-11-06 00:00:00,Five Stars,Good quality/Price
Shampoo,amazon.com,Tresemme Shampoo,2017-04-06 00:00:00,Two Stars,Not as good as I thought
Shampoo,amazon.com,Tresemme Shampoo,2017-04-06 00:00:00,Four Stars,Love this scent.
Shampoo,amazon.com,Tresemme Shampoo,2017-01-06 00:00:00,Good,Good conditioner-works well at detangling nice smell
Shampoo,amazon.com,Tresemme Shampoo,26-05-17 0:00,Five Stars,Great scent.
Shampoo,amazon.com,Tresemme Shampoo,2017-03-05 00:00:00,Two Stars,Dries my hair out
Shampoo,amazon.com,Tresemme Shampoo,2017-02-05 00:00:00,My husbands favorite,"I prefer the natural route but my husband doesn't mind it and actually used this on vacation and wants to continue using it ever since. The price is amazing and I got to admit it does smell very good and when using on vacation left my hair super soft and clean (and I got lots of hair lol), great buy"
